"Finished","ID","NumParamML_1_1","NumParamML_2_1","NumParamML_3_1","StateBio100k_1_1","StateBio100k_2_1","StateBio100k_3_1","PHEIC10k_1_1","PHEIC10k_2_1","PHEIC10k_3_1","mRNA_1_1","mRNA_2_1","DiseaseSurveil_1_1","DiseaseSurveil_2_1","MaxCompute_1_1","MaxCompute_2_1","MaxCompute_3_1","HumanExtReasons","HumanExtReasons_8_TEXT"
"True","P6mt41LgKCq",1e+15,1e+20,1e+50,0,0,1,0,1,3,0,1e+05,15,70,1e+26,1e+45,Inf,"Nuclear Weapons",""
"True","PVSKpCkExL0",8e+14,3e+15,2e+18,0,0,0,1,3,13,0,0,25,25,3.3,4,5,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PVrQfLnJ7cX",1e+10,1e+15,1e+25,0,0,0,0,0,1,1000,1e+05,5,15,1,20,1000,"Other","asteroid"
"True","PkDToTW3b7V",10,35,80,1,4,6,0,0,1,100,5000,2,60,42,306,824,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","Pc7S9GQytQV",NA,1e+12,NA,NA,NA,NA,2,3,5,NA,NA,NA,NA,200,1000,10000,"Nuclear Weapons",""
"True","PNS85pQ4X2C",2.5e+13,1e+15,1e+18,0,0,1,1,3,10,10000,1e+05,1,3,1e+06,5e+07,1e+09,"Other","asteroid directly destroying the planet"
"True","PGcfJuStZIM",2e+10,1e+12,1e+15,0,0.5,1,0.25,2,15,50000,1e+09,0.001,0.25,50,200,13000,"Nuclear Weapons",""
"True","PnQpTAOadM4",1e+25,1e+40,1e+50,0,1,2,1,2,5,45,60,30,75,1e+30,1e+40,1e+45,"Other","Human induced climate change."
"True","PTiazmklLak",1.5e+13,1.5e+20,1.5e+35,0,1,2,0,2,6,2000,6e+09,1,3,3750,4500,5200,"Natural Pathogens (e.g. natural pandemics)",""
"True","Pvebd7L4Vk2",5,7,50,0,0,0,0,2,11,25000,5e+06,0,0.25,2,4,50,"Artificial Intelligence",""
"True","PASV25QLT4f",1.5e+13,1.5e+14,1.5e+15,0,0,1,0,2,10,1e+06,2e+06,0,1,32000,52800000,7.5e+07,"Nuclear Weapons",""
"True","P7omHY3ct0n",1e+16,1e+18,1e+20,0,1,4,0,3,10,0,10000,20,60,40,80,200,"Other non-anthropogenic causes",""
"True","PxeyxatD502",7e+06,8400000,1e+07,0,2,5,0,3,6,5.5e+09,6.5e+09,5,25,0.3,0.2,0.1,"Other","Climate change related"
"True","P4FpNc4qFar",16,30,45,1000,15000,10000,2,7,9,10000,1500000,1000,2500,1000,1500,2000,"Nuclear Weapons",""
"True","PCxTZNHBFsx",1e+09,1e+12,1e+14,0,0,1,1,1,3,1e+06,1e+08,60,70,5,50,500,"Nuclear Weapons",""
"True","PJcP9uQ0OHK",1e+08,2e+06,3e+06,0,0,0,2,5,9,4e+09,6e+09,30,95,40,50,90,"Nuclear Weapons",""
"True","PD7RgfjyyI6",9e+06,1e+08,1e+13,0,0,1,0,3,40,1e+05,2e+06,10,15,80,10000,250000,"Nuclear Weapons",""
"True","PZAMTP8Va3i",1.5e+13,8.43e+15,2e+14,0,0.5,1,1,2,6,1,10,0,10,22,40,70,"Other",""
"True","PRHEjWp63MD",50,80,100,0,0,0,1,0,0,1,20,50,100,24,30,50,"Natural Pathogens (e.g. natural pandemics)",""
"True","PPOlG9fxwDP",1.76e+14,1.23875392e+38,9.41787386e+286,0,0,0,0,2,6,0,0,0,0,15,360,28800,"Natural Pathogens (e.g. natural pandemics)",""
"True","PO1W0Dqi2Nk",8e+13,1.4e+16,1e+25,0,0,0,0,2,5,0,1.5e+08,0.004,0.35,5e+10,1.5e+12,1.25e+14,"Nuclear Weapons",""
"True","PUaWg8Bxz21",2e+13,2.5e+13,2.5e+14,1,1,2,1,2,5,5.04e+09,5.5e+09,50,80,1e+24,5e+26,1e+33,"Nuclear Weapons",""
"True","PMe8OPck68b",139,142,150,1,1,1,0,0,1,80,89,50,80,8e+05,4e+06,7e+06,"Artificial Intelligence",""
"True","PRwNoTEod8G",1e+15,1e+35,1e+45,50,500,10000,1,5,20,100,1e+06,5,15,2.8e+10,7.5e+10,1.24e+12,"Natural Pathogens (e.g. natural pandemics)",""
"True","PnCe91O6KKD",1.8e+11,2e+11,5e+11,0,0,1,1,2,3,40,100,20,35,3000,2000,800,"Natural Pathogens (e.g. natural pandemics)",""
"True","Ptv4OvsRrRM",1.6e+14,2e+16,2e+19,0,0.1,0.3,1,5,16,2e+06,7e+08,4,42,3e+05,1e+07,8e+09,"Other non-anthropogenic causes",""
"True","PHvfvu1xLgK",1.5e+13,2e+13,3e+13,1,1,2,0,2,7,0.01,10,15,20,1e+06,1e+07,2e+07,"Nuclear Weapons",""
"True","PBP0jyZl8dL",1e+17,1e+17,1e+18,1,2,2,1,6,25,38,40,10,15,20000,5e+06,1e+07,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","P7BTKYgoEn2",2e+11,3e+11,6e+11,0,1,2,1,3,12,1000,2e+05,2,15,3e+06,7.5e+07,2e+08,"Other","human influenced climate change"
"True","PaVBc56tB6K",5e+06,8e+06,2e+07,0,1,2,0,1,4,50,1e+05,20,100,500,5000,50000,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PzzQCluHShQ",1e+14,1e+28,1e+56,0,1,1,0,0,1,0,2,10,40,1.2e+10,2e+10,5e+10,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","P91QEqjhcZS",8.5e+08,1e+13,1e+19,0,0,1,0,0,1,0,1000,0,0,2.1e+10,5e+11,1e+12,"Other","climate change"
"True","PbWib0O2fTq",1e+13,2e+14,4e+17,0,0,1,0,1,5,0,20000,60,90,3e+05,3e+07,3e+15,"Nuclear Weapons",""
"True","PqDqwJ845jn",20,40,50,1,1,20,0,10,20,20,5,0,20,10,30,70,"Natural Pathogens (e.g. natural pandemics)",""
"True","PHxVhbKhqvm",1e+14,9.6e+15,1e+17,0,1,2,1,2,11,0,1e+06,0.5,1,1e+07,6.7e+07,2e+09,"Other non-anthropogenic causes",""
"True","Pvi6EKz3Bgu",6e+11,1e+12,1e+14,0,1,2,1,2,6,1e+06,1e+07,5,50,10,100,1000,"Natural Pathogens (e.g. natural pandemics)",""
"True","PdkOb7jHb7l",3.2e+13,5e+14,1e+15,0,0,1,1,4,12,10000,5e+06,10,30,44,55,150,"Natural Pathogens (e.g. natural pandemics)",""
"True","P8NFjUiCaGn",1e+15,1e+20,1e+35,0,0,0,0,1,5,0,1e+09,35,80,1e+14,1e+20,1e+40,"Other non-anthropogenic causes",""
"True","PSbj2xBjkMe",2e+06,1e+10,1e+14,0,1,1,1,3,12,10000,1e+06,2,2,8e+23,1e+24,1.2e+24,"Nuclear Weapons",""
"True","PomJVPUeanA",1,3,6,1,3,6,1,3,6,1,3,1,4,1,4,20,"Artificial Intelligence",""
"True","PpWEjGNqmSy",1e+10,1e+14,1e+15,1,2,3,1,4,10,1e+08,1e+08,0,1,1e+06,1e+07,1e+09,"Natural Pathogens (e.g. natural pandemics)",""
"True","PfzWtwPo4Nk",1e+16,1e+20,1e+27,0,0,1,7,10,28,0,1500000,2,5,7e+06,6e+07,3e+08,"Other","climate collapse"
"True","PRFWyTfX6rA",1.5e+15,1.5e+20,1.5e+30,1,3,10,5,7,10,4e+09,4.5e+09,0.001,0.01,1e+31,1e+41,1e+81,"Nuclear Weapons",""
"True","P6aHFJzXWeD",1e+16,1e+26,1e+31,0,1,1,0,1,5,1000,1e+05,10,95,1e+05,5e+07,1e+09,"Nuclear Weapons",""
"True","PSPwV4t9jvx",6,8,9,2,4,7,1,2,4,50,80,50,80,30,35,80,"Natural Pathogens (e.g. natural pandemics)",""
"True","PHbsqHkEIIT",1.5e+13,1.5e+15,1.5e+20,0,0,0,0,5,15,33,25,15,25,0.33,0.4,0.5,"Artificial Intelligence",""
"True","PYVARDjDafq",9.5e+11,3e+12,3e+14,1,1,2,0,2,4,5.8e+09,7e+09,60,65,3.2e+24,4.096e+26,NA,"Other non-anthropogenic causes",""
"True","PL8ZpHCSIjf",5e+15,8e+15,1e+14,0,1,2,0,1,5,500,1e+07,50,98,1e+06,6.8e+07,6e+09,"Other non-anthropogenic causes",""
"True","PZwaRHr73wr",1.5e+15,1.5e+20,1.5e+25,0,0,1,0,2,12,5e+05,2e+07,0.4,0.9,200,800,1e+06,"Other","Climate change"
"True","PApvQr6bJw9",5e+10,1.5e+11,7.5e+11,1,1,3,1,2,5,1000,50000,0,1,1e+07,1.5e+08,1.5e+09,"Nuclear Weapons",""
"True","Po2wUSJzgGV",1.5e+13,1.5e+22,Inf,0,0,1,1,3,7,73,79,70,92,16,100,NA,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PvEVUVXwe8v",1e+05,2e+05,3e+06,0,1,2,0,10,1e+06,0,100,0,1,0,5,10,"Natural Pathogens (e.g. natural pandemics)",""
"True","Pp8htGBZ42V",1e+10,1e+12,1e+14,0,1,1,0,2,4,5e+06,2e+07,0.1,0.7,1e+06,1e+08,1e+09,"Nuclear Weapons",""
"True","P7pQJVDUCBm",2.5e+07,5e+08,2e+09,0,0,0,1,2,10,10,20,20,50,10,30,150,"Other","some disaster"
"True","PNtaxqsIQQZ",1e+16,1e+24,1e+50,0,0,1,0,1,5,10000,1e+06,5,95,1e+05,1.5e+07,7e+12,"Artificial Intelligence",""
"True","PxUOEMFirMl",5e+09,1e+12,1e+13,0,0,4,0,0,5,0,1e+07,3,20,25,30,100,"Artificial Intelligence",""
"True","Pf1gY1yTK52",6e+12,6e+14,6e+16,0,1,2,1,3,15,1e+05,5e+07,0.6,0.9,960000,1.6e+10,6e+14,"Artificial Intelligence",""
"True","PfMktC80jHN",8500000,9e+06,5e+07,3,8,25,1,5,20,500,20000,1,20,50,60,100,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PV6alBlyXyh",1e+07,1e+08,1e+10,1,4,8,2,8,20,100,1000,50,30,1e+05,1e+07,2e+09,"Nuclear Weapons",""
"True","PiieEEHACyW",1.1e+12,1.2e+12,1.5e+12,0,0,0,0,2,8,0,1e+06,20,50,350000,40000,50000,"Other","Climate change"
"True","PMaQQX8GD9q",14,20,40,0,0,0,0,2,3,60,50,5,10,1e+05,1e+08,1.5e+08,"Nuclear Weapons",""
"True","PPCevaWvmv5",1e+15,1e+16,1e+20,2,5,9,0,2,5,1e+06,2e+09,5,5,1e+16,1e+32,1e+64,"Nuclear Weapons",""
"True","P5NJDrEZ8eh",NA,NA,NA,0,0,0,3,8,17,0,0,25,45,1700000,6.7e+07,1.2e+08,"Other",""
"True","P51iEV59ge2",5e+06,1e+07,1e+11,2,8,15,2,8,15,5e+07,1e+08,0.5,1,2,1,0.05,"Nuclear Weapons",""
"True","PHc7abs1CeH",1e+14,1e+20,1e+50,0,1,3,0,2,5,0.01,0.1,0,1,26,31,50,"Other","Nuclear weapons or natural pathogens"
"True","P4ToEBMNbpT",1e+08,1e+12,5e+14,0,0,1,0,2,5,5000,1e+06,50,90,60,200,1000,"Artificial Intelligence",""
"True","PhRBubtEZI5",8e+13,1.4e+14,9.5e+14,1,3,10,0,0,2,1.39e+10,1.4e+10,0.4,0.6,1e+30,1e+50,1e+80,"Other","climate change"
"True","Ppncxaa8Fe6",100,50,20,0,1,2,0,2,4,7e+06,7e+05,20,50,50,30,10,"Natural Pathogens (e.g. natural pandemics)",""
"True","P1EelDibiO2",1.5e+16,1.5e+25,1.5e+78,5,20,50,10,50,70,1.36e+10,1.5e+10,100,100,1.075e+28,1.075e+54,1.075e+101,"Nuclear Weapons",""
"True","P80EKmlrlyF",10,12,35,15,35,40,12,17,22,70,55,15,25,55,87,95,"Artificial Intelligence",""
"True","PJtE6mcNxCj",4e+06,9e+06,NA,1,2,2,2,6,17,5e+06,2e+09,90,100,10,50,150,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","Px5jlFbWOHG",2.4e+14,2.88e+15,1.728e+17,0,0,1,1,3,8,5e+07,5e+08,1,5,4e+24,8e+25,4e+27,"Natural Pathogens (e.g. natural pandemics)",""
"True","PGszwdpWA4M",1.5e+14,1.5e+15,1.5e+18,0,0,0,0,1,2,1,2,0,0,80,83886080,0,"Artificial Intelligence",""
"True","PAv0MZqR0eM",1.5e+14,1.5e+20,1.5e+200,0,0,1,0,4,30,34000,5e+07,1,60,160000,68700000,7.92057073664904e+25,"Artificial Intelligence",""
"True","P1RIEw9ISzZ",1e+07,1.5e+07,5e+07,0,0,1,0,1,3,6e+09,6.5e+09,0,1,6.8e+07,7e+07,6.8e+07,"Natural Pathogens (e.g. natural pandemics)",""
"True","PbVaRMO75mz",1e+10,1e+11,1e+14,0,0,1,0,1,1,8e+06,9e+06,40,51,5400000,68700000,1e+08,"Nuclear Weapons",""
"True","PPebVkRuOMU",1e+13,1e+14,2e+14,0.1,0.5,2.5,0,1,1,2,20,30,60,31800,7e+07,2e+09,"Nuclear Weapons",""
"True","Pd1zz9vnNmO",1e+11,1.5e+11,5e+11,0,0,0,0,0,2,10000,1e+07,100,100,40,80,160,"Other non-anthropogenic causes",""
"True","PlO2nEzlDFn",1e+16,1e+20,1e+30,0,0,1,0,2,5,2e+05,2e+09,0,100,1.1e+10,2e+10,5e+10,"Other","climate change"
"True","PKNf243X0YU",1e+11,1e+14,1e+17,0,0,0,0,5,30,0,10000,20,70,150000,6e+07,1e+11,"Nuclear Weapons",""
"True","PXTe7Ke9X8N",1e+12,5e+13,7e+13,0,1,2,1,4,15,1000,50000,75,90,2.5e+10,3e+10,3.2e+10,"Nuclear Weapons",""
"True","PwLYtBBlIdU",9340000,13500000,23400000,20,32,45,0,1,2,2e+06,3200000,5,10,82,546,2145,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PT1JHzGsqYm",NA,NA,NA,0,0,1,0,0,1,70,90,10,60,10,10,10,"Nuclear Weapons",""
"True","P8VZdzuuT2p",45,55,65,0.5,5,8,5,10,15,0,100,60,80,10,5,3,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PKaUKvu4Ak5",1e+12,5e+13,1e+14,0,2,8,1,4,16,5000,1e+06,2,8,80000,8e+06,8e+08,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","Pov1ebYBMOU",1e+15,1e+18,1e+22,0,1,3,2,10,30,0.2,10,25,85,38,60,200,"Artificial Intelligence",""
"True","Pf9pJd9kuMO",4e+12,1e+14,5e+14,0,0,1,1,5,20,1e+05,1e+06,15,60,250,100,5,"Natural Pathogens (e.g. natural pandemics)",""
"True","PshlkpQufxz",1e+15,1e+19,1e+28,0,0,1,0,2,5,500,1e+07,5,20,4e+24,8e+28,8e+36,"Natural Pathogens (e.g. natural pandemics)",""
"True","Pce0g3WPqHT",5e+08,9e+15,1e+27,0,0,1,1,2,4,0,0,25,75,4e+06,1.2e+07,3e+10,"Natural Pathogens (e.g. natural pandemics)",""
"True","PawWuGQCztp",1e+14,1e+24,1e+77,0,1,2,1,2,15,0,0,3,6,10,20,30,"Nuclear Weapons",""
"True","PyDf7vLWbGe",1e+06,8430000,5e+07,0,0,0,0,1,5,0,0,5,75,35,700,10000,"Natural Pathogens (e.g. natural pandemics)",""
"True","Pp5GE31PfhI",45,75,90,10,20,30,50,100,150,100,500,50,75,100,150,200,"Nuclear Weapons",""
"True","PfSyPMmGlZM",1.5e+15,1.5e+25,1.5e+200,0,0,1,1,2,7,10000,1e+06,10,30,30,25,10,"Extra-terrestrials (aliens)",""
"True","PuZdVVBv8tc",150000,1.5e+07,1.5e+21,0,2,7,1,2,5,2000,20000,10,70,0.38,6,23,"Other","climate change"
"True","Pk3F1vO3cVs",10,15,60,3,4,8,2,5,15,0,0,15,40,10,15,30,"Natural Pathogens (e.g. natural pandemics)",""
"True","PlgCzUyw8oU",1.5e+40,Inf,Inf,1,2,3,0,2,4,4e+09,4.5e+09,0,0,4000,1e+05,1e+210,"Other non-anthropogenic causes",""
"True","P1wFpNtd2i4",1e+13,1e+30,1e+90,1,3,10,5,6,10,5.63e+09,7e+09,60,80,1.1e+10,1.5e+10,5e+10,"Nuclear Weapons",""
"True","PPYSQLBCrS7",5.5e+11,5.7e+11,6.6e+11,1e-04,1e-06,1e-07,0,1,3,60,100,80,94,50000,3e+07,1e+08,"Natural Pathogens (e.g. natural pandemics)",""
"True","PXf4YLkGKPL",1.5e+14,1.5e+20,1.5e+33,0,0,0,0,1,5,85082,4.73e+08,45,60,42,0.5,0.001,"Nuclear Weapons",""
"True","PCoequ1tizF",1e+14,1e+15,1e+19,0,0,1,0,1,5,0,25,25,60,3640,15000,5e+05,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PYsUoNKPyDP",1e+16,1e+18,1e+20,0,1,2,1,3,7,1e+07,1e+08,0.05,0.5,500,5000,50000,"Other","climate catastrophe"
"True","PQQKAsNWko8",2e+13,3.5e+13,6e+13,0,0,1,0,2,4,5e+05,3e+06,0,3,2e+25,3.81e+27,5.54e+34,"Nuclear Weapons",""
"True","PpZsji3qrTS",1,3,10,0,1,2,0,2,7,7e+09,8e+09,0,45,3.6,5,6.5,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PONFw0xdZo7",1e+14,1e+17,1e+17,2,8,40,1,3,20,20000,2e+05,50,80,50,70,100,"Nuclear Weapons",""
"True","PBiOmr6d31j",1.5e+13,1.5e+13,1.5e+13,0,0,0,0,1,4,0,3,10,40,NA,NA,NA,"Other","Global warming"
"True","PSWiESo9It7",1e+15,1e+16,1e+17,0,0,0,0,1,3,1,22,1,10,160,1600,64000,"Natural Pathogens (e.g. natural pandemics)",""
"True","PM8kZKBdEFh",2e+13,1e+14,3e+14,0,0,0,0,1,3,0,3e+09,0,10,5e+10,7e+11,2e+13,"Nuclear Weapons",""
"True","PsTsoek6PUT",100,134,172,3,9,11,5,10,15,1e+06,2e+06,5,19,35,45,75,"Nuclear Weapons",""
"True","PUwWxFhNVcy",1.5e+13,1.6e+13,1.7e+13,0,0,2,0,1,5,0,1500000,25000,26000,32000,50000,75000,"Natural Pathogens (e.g. natural pandemics)",""
"True","PMsETBc1p8L",1e+12,1e+13,1e+15,0,0,1,0,0,3,100,1e+06,0,20,1000,10000,25000,"Other","Environmental Catastrophes"
"True","P7NQGV5abIc",1.5e+15,1.5e+30,1.5e+200,0,0,0,1,3,25,0,2e+09,2,10,6e+06,7e+07,5e+08,"Artificial Intelligence",""
"True","Pv9OOmCDs8G",1e+12,1e+14,2e+14,0,0,0,0,0,1,0,10,3,6,39.784,45.784,65.784,"Other non-anthropogenic causes",""
"True","PTmLNPammOX",1e+14,1e+20,1e+50,0,0,0,1,1,4,13.53,15,50,75,1e+20,1e+30,1e+50,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","P849mqKynDs",1.3e+10,9.9e+10,7.5e+14,0,0,1,0,2,4,350,17500,11,97,92,185,798,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PqWcCYYQr3B",1e+09,1e+12,1e+16,0,0,0,0,1,3,2e+07,6e+07,25,35,1e+08,1e+16,1e+32,"Natural Pathogens (e.g. natural pandemics)",""
"True","PxWreTN2NuJ",3400000,8430000,3e+07,500,1000,10000,3,NA,5,40,55,100,100,40000,71100000,2e+08,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PvsYd9YDYku",5e+13,2.5e+14,1e+15,0,0,0,1,5,10,0,1000,20,60,6e+06,7e+07,2e+08,"Other non-anthropogenic causes",""
"True","PwTy20KytmA",1.6e+13,1.9e+13,2.4e+13,0,0,0,0,0,2,0,200,0,25,12000,16000,24000,"Natural Pathogens (e.g. natural pandemics)",""
"True","PVgFMnkvzCL",6e+13,3.84e+15,4.02653184e+21,0,0,1,0,1,4,1200,20000,4,2,1.5e+07,4.5e+07,1e+09,"Other","anthropogenic climate change"
"True","Plxv9vFF58c",1.74e+14,1.74e+42,Inf,1,1,3,1,2,6,5.7e+09,5.8e+09,0,0,8e+21,1.2e+53,3.7e+109,"Nuclear Weapons",""
"True","PfIy4wYFDq9",2000,4000,4000,0,1,0,0,1,1,1e+08,5e+08,20,40,1,2,2,"Other",""
"True","PVEgzrusFco",2e+06,8430000,1.5e+14,0,0,1,0,2,8,0,1e+06,0.5,10,1e+06,1.5e+07,3e+07,"Natural Pathogens (e.g. natural pandemics)",""
"True","PcOyAJKESet",1.7e+14,2.5e+14,4.3e+14,1,3,4,3,5,7,1e+05,5e+06,10,40,30000,50000,120000,"Natural Pathogens (e.g. natural pandemics)",""
"True","PwZly3HNvFS",10,20,30,0,1,3,0,2,4,3e+09,1.3e+10,25,35,12,14,20,"Natural Pathogens (e.g. natural pandemics)",""
"True","Pr3D5FOEN06",1e+15,1e+40,1e+100,0,0,1,0,1,2,4.5e+09,6e+09,20,60,1e+06,7.1e+07,3e+09,"Nuclear Weapons",""
"True","PzXffbZc1ub",75,110,150,45,66,97,15,19,25,5.6e+09,5.91e+09,34,42,29.5,33.4,43.2,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PfROGxvG8jS",40,49,60,59,10,40,2,2,2,21,50,30,39,37,60,80,"Other non-anthropogenic causes",""
"True","PY5KybM5FPN",2970000,8400000,7.46e+08,0,0,0,2,10,30,1.4e+10,1.55e+10,0.5,1,136,3.5e+07,7e+09,"Extra-terrestrials (aliens)",""
"True","P8gjHjJrKpp",1e+11,1e+12,1e+13,0,0,0,0,1,3,6e+07,2e+09,3,25,50000,7e+07,3e+08,"Artificial Intelligence",""
"True","PFp17CqRi4u",8e+06,7e+06,5e+06,0,0,1,0,1,2,10000,20000,1e-06,1e-06,365,300,240,"Nuclear Weapons",""
"True","Pb4CcdUSKmk",1e+16,1e+28,1e+60,0,0,0,0,5,10,38,40,5,15,0.33,0.33,0.33,"Nuclear Weapons",""
"True","PHBNc5GPxDQ",1.5e+13,1e+14,1e+15,0,0,1,0,1,4,0,5e+06,2,80,1e+11,1e+12,1e+17,"Artificial Intelligence",""
"True","PWKayjJr5WU",1e+13,1e+25,1e+43,0,1,2,0,2,7,1000,10000,15,20,199236,3.1e+11,1.36e+32,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PCUNo0jI2yi",1e+14,1e+15,1e+16,5,6,7,3,5,10,40,60,5,10,100,300,900,"Nuclear Weapons",""
"True","POUYckrocsT",1.74e+14,2e+16,1e+17,0,0,0,0,1,4,74,77,10,75,21,23,30,"Nuclear Weapons",""
"True","P4tnkPY5XdJ",1e+14,5e+17,5e+30,0,0.1,1,0.1,2,5,50000,1e+06,15,40,5e+05,2e+07,5e+09,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PrHY1Pl3Qea",5e+06,8430000,1e+14,0,1,2,0.5,2,6,5631718012.9,7031718012.9,0,50,7,14,10,"Nuclear Weapons",""
"True","PewCd1TYTl6",1.5,1.6,1.7,1,2,2,1,2,4,0,0,5,25,80,75.5,60,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PSfoxPsAQ5k",20,50,70,0,30,30,0,1,4,79.3,84.2,0,0,0,20,50,"Nuclear Weapons",""
"True","Pm79Pfj5MXs",1e+18,1e+22,1e+25,0,0.1,0.1,0,1,2,3000,10000,5,60,1e+32,1e+40,1e+45,"Other","Natural Mass Extinction Event"
"True","P61hIJf7NIC",1e+10,1e+12,1e+14,0,0,0,1,5,10,10000,5e+06,0,0,40,90,300,"Other","Meteorite"
"True","PHj4cdtWjbe",3e+06,5e+06,7e+06,0,0,1,1,2,3,1e+09,1e+10,50,80,1e+06,7.5e+07,1e+08,"Nuclear Weapons",""
"True","PVjuG2FZBBg",5e+05,1e+06,2e+05,2,6,15,1,4,10,5e+06,450000,5,49,20,25,30,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","P3fnbgDMBVn",1.5e+20,1.5e+25,1.5e+35,0,1,2,0,1,6,5,8,0.9,4,2e+54,3e+61,4.5e+81,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PMJlaY3XGZe",3e+09,9e+09,3e+12,0,0,0,0,1,3,1e+09,2e+09,0.1,10,40,200,5000,"Other","Lack of resources"
"True","PpKB3TeB1br",1e+13,1e+14,1e+15,1,5,20,0,5,20,10000,1e+07,5,25,1e+05,1e+08,5e+10,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PBJDuJXejNI",1e+14,8.43e+15,5e+17,0,0,0,0,10,50,1e+05,1e+07,2,50,40,60,1000,"Other","climate change"
"True","PTzmcTo8HLY",6.5e+13,1.4e+14,8e+14,0,1,5,0,1,6,1e+05,1e+06,100,100,25,50,250,"Nuclear Weapons",""
"True","PFXnBLumyjq",1e+13,5e+13,5e+14,0,1,3,1,5,10,5,100,30,70,10000,1e+06,1e+09,"Engineered Pathogens (e.g. lab leaks, bioweapons)",""
"True","PasNngiWtLm",5e+11,2e+12,4e+12,0,1,2,0,3,7,3e+07,5e+08,0,2,1,1.3,3,"Nuclear Weapons",""
